iter	Passed	Remaining
428	1883	2507
429	1886	2500
430	1888	2492
431	1890	2485
432	1894	2480
433	1897	2474
434	1900	2467
435	1902	2461
436	1906	2455
437	1910	2451
438	1912	2444
439	1915	2437
440	1917	2430
441	1919	2423
442	1924	2419
443	1927	2413
444	1929	2406
445	1931	2399
446	1934	2392
447	1938	2388
448	1940	2381
449	1943	2374
450	1945	2368
451	1948	2361
452	1950	2354
453	1954	2350
454	1956	2343
455	1959	2337
456	1961	2330
457	1963	2323
458	1966	2317
459	1970	2313
460	1973	2307
461	1975	2300
462	1978	2294
463	1980	2287
464	1984	2283
465	1987	2277
466	1989	2270
467	1992	2265
468	1995	2259
469	2000	2255
470	2003	2249
471	2005	2243
472	2007	2236
473	2009	2230
474	2014	2226
475	2017	2220
476	2019	2214
477	2021	2208
478	2024	2202
479	2030	2200
480	2033	2194
481	2035	2187
482	2038	2181
483	2040	2175
484	2044	2170
485	2046	2164
486	2048	2158
487	2051	2151
488	2053	2145
489	2055	2139
490	2058	2133
491	2061	2128
492	2063	2121
493	2066	2116
494	2068	2110
495	2070	2103
496	2076	2101
497	2078	2094
498	2080	2088
499	2082	2082
500	2084	2076
501	2088	2072
502	2091	2066
503	2094	2060
504	2096	2054
505	2098	2048
506	2101	2043
507	2105	2039
508	2108	2033
509	2110	2027
510	2112	2021
511	2115	2016
512	2118	2011
513	2121	2006
514	2123	2000
515	2126	1994
516	2129	1989
517	2131	1983
518	2135	1978
519	2137	1973
520	2139	1967
521	2141	1961
522	2143	1955
523	2146	1949
524	2150	1945
525	2152	1939
526	2154	1933
527	2156	1928
528	2159	1922
529	2163	1918
530	2165	1913
531	2168	1907
532	2170	1901
533	2172	1895
534	2175	1890
535	2178	1886
536	2181	1880
537	2183	1875
538	2185	1869
539	2188	1864
540	2193	1861
541	2195	1855
542	2197	1849
543	2200	1844
544	2202	1838
545	2204	1833
546	2208	1829
547	2210	1823
548	2212	1817
549	2215	1812
550	2217	1806
551	2219	1801
552	2223	1797
553	2225	1792
554	2228	1786
555	2230	1781
556	2232	1775
557	2234	1770
558	2239	1767
559	2242	1761
560	2244	1756
561	2246	1750
562	2248	1745
563	2251	1740
564	2254	1735
565	2257	1730
566	2259	1725
567	2261	1719
568	2263	1714
569	2265	1709
570	2269	1705
571	2271	1700
572	2274	1694
573	2276	1689
574	2278	1684
575	2280	1678
576	2285	1675
577	2287	1670
578	2290	1665
579	2292	1660
580	2295	1655
581	2299	1651
582	2302	1646
583	2304	1641
584	2306	1636
585	2308	1631
586	2311	1626
587	2315	1622
588	2317	1617
589	2319	1611
590	2322	1607
591	2324	1601
592	2326	1596
593	2330	1593
594	2332	1587
595	2334	1582
596	2337	1577
597	2339	1572
598	2343	1568
599	2345	1563
600	2348	1558
601	2350	1553
602	2352	1548
603	2354	1543
604	2358	1539
605	2361	1535
606	2363	1530
607	2365	1525
608	2367	1520
609	2369	1515
610	2373	1511
611	2376	1506
612	2379	1502
613	2383	1498
614	2388	1495
615	2391	1490
616	2393	1485
617	2395	1480
618	2397	1475
619	2399	1470
620	2401	1465
621	2405	1461
622	2407	1456
623	2409	1451
624	2411	1446
625	2413	1441
626	2415	1437
627	2419	1433
628	2421	1428
629	2423	1423
630	2425	1418
631	2428	1413
632	2430	1408
633	2434	1405
634	2436	1400
635	2438	1395
636	2441	1391
637	2443	1386
638	2445	1381
639	2448	1377
640	2450	1372
641	2453	1368
642	2455	1363
643	2457	1358
644	2459	1353
645	2463	1350
646	2466	1345
647	2468	1340
648	2470	1336
649	2473	1331
650	2477	1328
651	2480	1323
652	2482	1319
653	2484	1314
654	2486	1309
655	2488	1305
656	2492	1301
657	2495	1296
658	2497	1292
659	2499	1287
660	2501	1282
661	2503	1278
662	2505	1273
663	2509	1269
664	2511	1265
665	2513	1260
666	2515	1256
667	2518	1251
668	2521	1247
669	2523	1243
670	2525	1238
671	2528	1233
672	2530	1229
673	2532	1224
674	2534	1220
675	2537	1216
676	2539	1211
677	2542	1207
678	2544	1202
679	2546	1198
680	2548	1193
681	2552	1190
682	2554	1185
683	2556	1181
684	2559	1176
685	2561	1172
686	2564	1168
687	2568	1164
688	2570	1160
689	2572	1155
690	2574	1151
691	2576	1146
692	2578	1142
693	2582	1138
694	2584	1134
695	2586	1129
696	2588	1125
697	2590	1120
698	2592	1116
699	2594	1111
700	2597	1108
701	2599	1103
702	2601	1099
703	2603	1094
704	2605	1090
705	2607	1085
706	2610	1082
707	2613	1077
708	2615	1073
709	2617	1068
710	2619	1064
711	2620	1060
712	2622	1055
713	2626	1052
714	2628	1047
715	2630	1043
716	2632	1039
717	2634	1034
718	2636	1030
719	2638	1026
720	2643	1022
721	2645	1018
722	2647	1014
723	2649	1009
724	2651	1005
725	2653	1001
726	2656	997
727	2659	993
728	2661	989
729	2663	985
730	2665	981
731	2668	977
732	2673	973
733	2675	969
734	2677	965
735	2679	961
736	2681	956
737	2683	952
738	2687	949
739	2689	945
740	2691	940
741	2693	936
742	2695	932
743	2697	928
744	2699	923
745	2703	920
746	2704	916
747	2706	911
748	2709	907
749	2710	903
750	2712	899
751	2716	895
752	2718	891
753	2719	887
754	2721	883
755	2723	879
756	2725	874
757	2727	870
758	2730	866
759	2733	863
760	2735	859
761	2737	855
762	2739	851
763	2741	846
764	2743	842
765	2747	839
766	2749	835
767	2752	831
768	2755	827
769	2758	824
770	2763	820
771	2765	816
772	2766	812
773	2768	808
774	2770	804
775	2772	800
776	2774	796
777	2778	792
778	2780	788
779	2782	784
780	2784	780
781	2786	776
782	2788	772
783	2792	769
784	2794	765
785	2796	761
786	2798	757
787	2800	753
788	2802	749
789	2803	745
790	2807	741
791	2809	737
792	2811	733
793	2813	730
794	2815	726
795	2817	722
796	2819	718
797	2823	714
798	2825	710
799	2827	706
800	2829	702
801	2831	698
802	2832	695
803	2834	691
804	2837	687
805	2839	683
806	2841	679
807	2843	675
808	2845	671
809	2847	667
810	2850	664
811	2853	660
812	2855	656
813	2857	652
814	2859	649
815	2862	645
816	2866	642
817	2868	638
818	2870	634
819	2872	630
820	2874	626
821	2876	622
822	2878	619
823	2882	615
824	2883	611
825	2885	607
826	2887	604
827	2890	600
828	2892	596
829	2896	593
830	2898	589
831	2900	585
832	2901	581
833	2903	577
834	2905	574
835	2907	570
836	2910	566
837	2913	563
838	2915	559
839	2917	555
840	2919	551
841	2920	548
842	2923	544
843	2926	540
844	2929	537
845	2930	533
846	2933	529
847	2935	526
848	2937	522
849	2938	518
850	2942	515
851	2944	511
852	2946	507
853	2949	504
854	2951	500
855	2953	496
856	2958	493
857	2960	489
858	2961	486
859	2963	482
860	2965	478
861	2968	475
862	2972	471
863	2974	468
864	2976	464
865	2978	460
866	2980	457
867	2982	453
868	2984	449
869	2987	446
870	2989	442
871	2991	439
872	2993	435
873	2995	431
874	2997	428
875	2999	424
876	3003	421
877	3005	417
878	3007	413
879	3009	410
880	3011	406
881	3012	403
882	3015	399
883	3018	396
884	3020	392
885	3022	388
886	3024	385
887	3026	381
888	3027	378
889	3030	374
890	3033	371
891	3035	367
892	3037	363
893	3039	360
894	3042	356
895	3045	353
896	3048	350
897	3050	346
898	3052	342
899	3054	339
900	3056	335
901	3058	332
902	3062	328
903	3064	325
904	3066	321
905	3068	318
906	3070	314
907	3072	311
908	3074	307
909	3078	304
910	3080	300
911	3081	297
912	3083	293
913	3085	290
914	3087	286
915	3089	283
916	3093	280
917	3095	276
918	3097	273
919	3099	269
920	3101	266
921	3103	262
922	3105	259
923	3108	255
924	3110	252
925	3112	248
926	3114	245
927	3116	241
928	3118	238
929	3120	234
930	3122	231
931	3124	227
932	3126	224
933	3129	221
934	3131	217
935	3132	214
936	3137	210
937	3138	207
938	3140	204
939	3142	200
940	3144	197
941	3147	193
942	3149	190
943	3152	186
944	3154	183
945	3155	180
946	3157	176
947	3159	173
948	3161	169
949	3163	166
950	3166	163
951	3168	159
952	3170	156
953	3172	152
954	3173	149
955	3175	146
956	3177	142
957	3180	139
958	3182	136
959	3184	132
960	3186	129
961	3188	125
962	3190	122
963	3191	119
964	3193	115
965	3196	112
966	3198	109
967	3200	105
968	3202	102
969	3204	99
970	3206	95
971	3207	92
972	3211	89
973	3213	85
974	3215	82
975	3217	79
976	3218	75
977	3220	72
978	3222	69
979	3225	65
980	3227	62
981	3230	59
982	3232	55
983	3234	52
984	3236	49
985	3238	45
986	3242	42
987	3243	39
988	3245	36
989	3247	32
990	3249	29
991	3251	26
992	3252	22
993	3256	19
994	3258	16
995	3260	13
996	3262	9
997	3264	6
998	3265	3
999	3267	0
